"S2A_MSIL2A_20220902T095601_N0400_R122_T33UUQ_20220902T143503"
"S2A_MSIL2A_20220905T100611_N0400_R022_T33UUQ_20220905T162910"
"S2A_MSIL2A_20220912T095611_N0400_R122_T33UUQ_20220912T143859"
"S2B_MSIL2A_20220903T101559_N0400_R065_T33UUQ_20220903T131112"
"S2B_MSIL2A_20220907T095549_N0400_R122_T33UUQ_20220907T112855"
"S2B_MSIL2A_20220920T100649_N0400_R022_T33UUQ_20220921T213031"
"S2B_MSIL2A_20220923T101649_N0400_R065_T33UUQ_20220923T144734"
"S2B_MSIL2A_20220930T100729_N0400_R022_T33UUQ_20220930T130034"
"S2A_MSIL2A_20221012T095941_N0400_R122_T33UUQ_20221012T142855"
"S2A_MSIL2A_20221018T102031_N0400_R065_T33UUQ_20221018T140656"
"S2A_MSIL2A_20221025T101111_N0400_R022_T33UUQ_20221025T142200"
"S2B_MSIL2A_20221007T100029_N0400_R122_T33UUQ_20221007T124551"
"S2B_MSIL2A_20221010T100839_N0400_R022_T33UUQ_20221010T125808"
"S2B_MSIL2A_20221017T095919_N0400_R122_T33UUQ_20221017T124724"
"S2B_MSIL2A_20221027T100029_N0400_R122_T33UUQ_20221027T111740"
"S2A_MSIL2A_20221101T100151_N0400_R122_T33UUQ_20221101T142555"
"S2A_MSIL2A_20221227T102431_N0509_R065_T33UUQ_20221227T140052"
"S2B_MSIL2A_20221222T102339_N0509_R065_T33UUQ_20221222T113435"
"S2B_MSIL2A_20221226T100329_N0509_R122_T33UUQ_20221226T112341"
"S2A_MSIL2A_20220925T101031_N0400_R022_T33UUR_20220925T162525"
"S2B_MSIL2A_20220903T101559_N0400_R065_T33UUR_20220903T131112"
"S2B_MSIL2A_20220920T100649_N0400_R022_T33UUR_20220921T213031"
"S2B_MSIL2A_20220923T101649_N0400_R065_T33UUR_20220923T144734"
"S2B_MSIL2A_20220930T100729_N0400_R022_T33UUR_20220930T130034"
"S2A_MSIL2A_20221018T102031_N0400_R065_T33UUR_20221018T140656"
